,Author_A,Author_B,count,aa,ra,jc,pa
43,1002,1042,2,0.6213349345596119,0.2,0.043478260869565216,44
44,1003,1139,1,0.9102392266268373,0.3333333333333333,0.0125,584
45,1003,1429,1,0.7088926449639636,0.11929824561403508,0.06451612903225806,200
46,1003,2310,1,0.679936840348661,0.10666666666666666,0.08,152
47,1003,2852,1,0.0,0.0,0.0,152
48,1003,2973,1,0.23307527170850925,0.0136986301369863,0.1,24
49,1003,3150,4,0.0,0.0,0.0,8
50,1003,3638,7,0.6502907391749145,0.09263157894736843,0.09523809523809523,120
51,1004,1934,7,0.0,0.0,0.0,18
52,1005,1096,3,7.825152308610698,0.9417190919221812,0.5294117647058824,1400
53,1005,1183,1,6.810068707688054,0.6572964874995768,0.3246753246753247,2072
54,1005,1502,1,6.77312469319778,0.6464197571106514,0.5681818181818182,1148
55,1005,1708,1,6.829248845688498,0.6616356890864848,0.22321428571428573,3052
56,1005,1833,1,6.735479524832037,0.632348462551552,0.8620689655172413,728
57,1005,2012,1,1.4212486986922226,0.27148883374689825,0.11428571428571428,308
58,1005,2022,1,6.742305572761759,0.6350957152988047,0.8064516129032258,784
59,1005,2215,1,6.767499623519678,0.6444942115394062,0.6097560975609756,1064
60,1005,2239,1,6.738994125719893,0.6337729639760534,0.8333333333333334,756
61,1005,2294,1,6.751200525042209,0.6385519364969614,0.7352941176470589,868
62,1005,2666,1,6.778149831325726,0.6480827282858177,0.5319148936170213,1232
63,1005,2681,1,6.807029745709785,0.6565242867273761,0.3424657534246575,1960
64,1005,2706,11,7.827689657968713,0.9424883226914121,0.5094339622641509,1456
65,1005,2743,1,6.77653461558732,0.647554187059602,0.5434782608695652,1204
66,1005,2749,2,1.2169461555568573,0.16239792465598918,0.13793103448275862,140
67,1005,2785,1,6.751200525042209,0.6385519364969614,0.7352941176470589,868
68,1005,2839,1,6.7905365525104715,0.6519420764847885,0.44642857142857145,1484
69,1005,3064,9,7.789567851026067,0.9294610274060523,0.84375,868
70,1005,3148,1,6.827973179541469,0.6613760387489395,0.22935779816513763,2968
71,1005,3624,1,6.735479524832036,0.632348462551552,0.8620689655172413,728
72,1005,3955,1,6.810068707688054,0.6572964874995769,0.3246753246753247,2072
73,1005,3961,1,6.7905365525104715,0.6519420764847885,0.44642857142857145,1484
74,1005,4046,1,6.735479524832036,0.632348462551552,0.8620689655172413,728
75,1006,1325,3,1.497099136608799,0.2982357357357357,0.15384615384615385,209
76,1006,1726,1,1.1978355269467689,0.2550125313283208,0.11538461538461539,198
77,1006,2112,1,0.9187843867734881,0.22916666666666666,0.14285714285714285,55
78,1006,2622,4,1.802647325057301,0.4487100103199174,0.17391304347826086,176
79,1006,3351,1,0.8618932418866443,0.09848083377495143,0.08333333333333333,308
80,1006,3441,2,1.0470450412324392,0.18851351351351353,0.04838709677419355,594
81,1006,3713,1,0.660775388722654,0.09821428571428571,0.046511627906976744,374
82,1006,3955,2,0.8904152988345185,0.10686438318017265,0.036585365853658534,814
83,1006,4013,4,1.667608222938155,0.370687134502924,0.3076923076923077,66
84,1007,1192,1,0.35295612386476116,0.058823529411764705,0.125,20
85,1007,1865,1,1.1544785633028096,0.35,0.2,35
86,1007,3577,1,1.424137568996588,0.47619047619047616,0.031746031746031744,300
87,1008,1348,1,0.48089834696298783,0.125,0.05263157894736842,51
88,1008,1430,1,0.0,0.0,0.0,3
89,1008,3844,1,0.35295612386476116,0.058823529411764705,0.1,24
90,1009,1517,1,1.4426950408889634,0.5,0.022727272727272728,86
91,1009,3664,1,0.265872585674852,0.023255813953488372,0.3333333333333333,4
92,101,2015,2,0.0,0.0,0.0,156
93,101,2106,1,0.3396232718951086,0.05263157894736842,0.05555555555555555,60
94,101,686,5,0.0,0.0,0.0,164
95,101,757,1,0.36926937306885504,0.06666666666666667,0.045454545454545456,76
96,1010,3482,5,4.78785630778035,1.4964285714285714,0.28,192
97,1010,3493,2,2.1786627841229604,0.6416666666666666,0.4444444444444444,40
98,1010,3567,1,0.31465798044412485,0.041666666666666664,0.047619047619047616,112
99,1010,3729,1,0.31465798044412485,0.041666666666666664,0.1111111111111111,16
100,1010,4089,1,2.1786627841229604,0.6416666666666666,0.4444444444444444,40
101,1012,1670,3,2.3785890798049216,0.8333333333333333,0.42857142857142855,24
102,1012,2523,1,1.4683498531780845,0.5,0.4,12
103,1012,3541,1,0.5581106265512472,0.16666666666666666,0.1111111111111111,24
104,1012,3606,1,1.4683498531780845,0.5,0.4,12
105,1013,1056,2,0.35295612386476116,0.058823529411764705,0.03333333333333333,58
106,1013,3436,1,0.2969742043733701,0.034482758620689655,0.05555555555555555,34
107,1014,1274,1,1.9462447275154438,0.625,0.2727272727272727,45
108,1014,1318,10,2.9742692020754125,1.0333333333333332,0.1,216
109,1014,2090,2,1.2013554781293918,0.2753623188405797,0.3,36
110,1014,2585,1,0.58002054356978,0.07536231884057971,0.1,117
111,1014,3639,1,0.9359929150037367,0.24166666666666667,0.2,27
112,1014,3940,2,0.31465798044412485,0.041666666666666664,0.1,18
113,1014,4009,2,0.58002054356978,0.07536231884057971,0.2,27
114,1015,1640,1,1.4683498531780845,0.5,0.2857142857142857,18
115,1015,2644,2,1.4683498531780845,0.5,0.2857142857142857,18
116,1017,1542,1,1.4426950408889634,0.5,0.3333333333333333,4
117,1017,3859,1,1.4426950408889634,0.5,0.3333333333333333,4
118,1018,1116,1,2.4014217116580117,0.49929653679653674,0.21428571428571427,280
119,1018,1208,2,1.3104649946011286,0.2072669977081742,0.041666666666666664,1600
120,1018,1372,1,1.5321644917932518,0.31140583554376655,0.19047619047619047,100
121,1018,1450,2,3.0284792705392194,0.7511994541406306,0.16666666666666666,580
122,1018,1597,1,2.5725558917296856,0.4882193786605551,0.2916666666666667,220
123,1018,2281,1,1.5321644917932518,0.31140583554376655,0.19047619047619047,100
124,1018,2365,1,2.266446550978212,0.42786796536796534,0.2857142857142857,140
125,1018,2475,1,0.24136313830927508,0.015873015873015872,0.04,120
126,1018,2518,1,2.463032792521289,0.5704315320694631,0.045112781954887216,2380
127,1018,2588,9,4.1185924746105655,1.0508406654197728,0.12162162162162163,1260
128,1018,2860,1,1.8465717499227288,0.4729442970822282,0.09523809523809523,520
129,1018,3044,1,0.24136313830927508,0.015873015873015872,0.043478260869565216,80
130,1018,3138,2,2.9263974899272345,0.5536435786435786,0.23529411764705882,440
131,1018,3184,1,0.45060652811524404,0.024276377217553685,0.08333333333333333,120
132,1018,3189,1,2.652438658588383,0.5199314574314574,0.25,300
133,1018,3519,1,2.5915174133423853,0.4923160173160173,0.2916666666666667,220
134,1018,3587,2,0.0,0.0,0.0,220
135,1018,3923,1,1.8465717499227288,0.4729442970822282,0.09523809523809523,520
136,1019,3306,1,1.8204784532536746,0.6666666666666666,0.5,9
137,102,1802,4,0.0,0.0,0.0,80
138,102,2260,2,0.0,0.0,0.0,2
139,1020,1676,3,1.4560413649384814,0.38257575757575757,0.21428571428571427,60
140,1020,2084,1,0.8194619958060909,0.17424242424242425,0.2222222222222222,30
141,1020,2154,11,1.4414385778960797,0.375,0.23076923076923078,55
142,1020,3111,12,1.3333603381758417,0.3170995670995671,0.3,40
143,1020,3751,1,0.48089834696298783,0.125,0.09090909090909091,35
144,1021,1163,1,0.838871313604665,0.08916877447073905,0.09090909090909091,288
145,1021,1242,1,0.4981837284011381,0.03644501278772379,0.024691358024691357,1416
146,1021,1398,3,1.439471360115053,0.26320505564987734,0.057971014492753624,1176
147,1021,1715,4,0.725497814955009,0.04804847751826488,0.04477611940298507,1104
148,1021,1998,1,0.40242960438184466,0.08333333333333333,0.027777777777777776,312
149,1021,2148,1,3.876638927846872,0.48155687320204443,0.18055555555555555,1464
150,1021,2287,1,3.544048972146788,0.43454451872354594,0.3333333333333333,576
151,1021,2395,1,0.3898712452512801,0.07692307692307693,0.02857142857142857,288
152,1021,2409,1,3.548039485311107,0.43621118539021264,0.32432432432432434,600
153,1021,2474,2,0.7412221583333867,0.13846153846153847,0.058823529411764705,288
154,1021,2773,1,3.6347883287789067,0.46471693251664936,0.12121212121212122,2088
155,1021,2915,2,1.1203025783364298,0.21274509803921568,0.06382978723404255,624
156,1021,2960,1,3.882056136969714,0.48526095914586875,0.28888888888888886,816
157,1021,2980,1,3.4980331923686716,0.41371118539021257,0.42857142857142855,384
158,1021,3196,3,4.128147799128054,0.500193586014427,0.1794871794871795,1632
159,1021,3389,1,3.8748147713373484,0.4833882188830356,0.3939393939393939,528
160,1021,3661,4,1.6803127125534922,0.2764361854223605,0.13157894736842105,456
161,1021,3728,1,3.4894375795220576,0.4095445187235459,0.4444444444444444,360
162,1021,4031,1,0.5965724430799839,0.07303974221267454,0.06451612903225806,216
163,1022,3611,1,1.4426950408889634,0.5,0.07692307692307693,24
164,1023,1201,3,1.4426950408889634,0.5,0.1111111111111111,16
165,1023,1322,1,0.0,0.0,0.0,8
166,1023,2438,3,0.5937691557510646,0.07829457364341086,0.11764705882352941,88
167,1023,2599,2,1.4426950408889634,0.5,0.1111111111111111,16
168,1023,2861,4,1.1392578883578626,0.2163992869875223,0.03296703296703297,688
169,1023,3576,1,0.994488297971217,0.1613605272975998,0.15,120
170,1023,3810,1,0.5937691557510646,0.07829457364341086,0.08695652173913043,136
171,1023,4037,5,0.0,0.0,0.0,8
172,1024,1775,1,0.0,0.0,0.0,1
173,1025,2066,1,0.0,0.0,0.0,57
174,1025,3021,2,0.0,0.0,0.0,9
175,1026,2566,3,1.8204784532536746,0.6666666666666666,0.2857142857142857,18
176,1026,3423,2,1.4683498531780845,0.5,0.5,9
177,1027,2563,1,0.0,0.0,0.0,2
178,1027,3992,3,0.0,0.0,0.0,2
179,1028,1264,10,2.7435155471701416,0.7977443609022555,0.20833333333333334,180
180,1028,1884,2,0.9876389601277789,0.14774436090225562,0.25,54
181,1028,2185,1,0.608672084239331,0.075,0.2,27
182,1028,2747,1,1.2042533304220433,0.36666666666666664,0.06451612903225806,216
183,1028,3252,1,0.6087157784378276,0.07631578947368421,0.2,27
184,1028,3680,1,0.6087157784378276,0.07631578947368421,0.16666666666666666,45
185,1029,1152,1,1.7951645367739508,0.31783216783216783,0.25,114
186,1029,1961,1,1.870386474374376,0.3639601139601139,0.15151515151515152,361
187,1029,2464,2,3.1937483770915924,0.6783341171499065,0.2962962962962963,304
188,1029,2472,2,3.819907907747894,0.8567210567210566,0.25,494
189,1029,2617,3,3.5690627909159014,0.745641809457599,0.15517241379310345,912
190,1029,3022,2,3.3024465977957553,0.7174048174048173,0.4,171
191,1029,3216,3,4.654676215528923,0.9502358265516159,0.6,247
192,1029,3383,1,2.886796618894906,0.6265928515928516,0.35,152
193,1029,3407,1,1.6518991197182373,0.24992502624081572,0.25,114
194,1029,3635,1,2.179555091136603,0.405195681511471,0.15,513
195,1029,3831,1,2.965265361476049,0.6682595182595183,0.2916666666666667,228
196,103,2595,1,0.0,0.0,0.0,24
197,1030,1034,1,4.074239780463402,0.40204882279307924,0.20270270270270271,1278
198,1030,1074,1,9.483564910175708,0.6033148613665299,0.3389830508474576,6177
199,1030,1076,1,8.987701981735864,0.5674250059576048,0.4634146341463415,3479
200,1030,1173,1,6.874881087787169,0.583535545723608,0.19148936170212766,6887
201,1030,1174,1,4.365832525121638,0.44063468137893785,0.18181818181818182,2343
202,1030,1183,1,9.012312659346621,0.5743196557093976,0.35514018691588783,5254
203,1030,1190,2,13.22601539464607,1.024363516117767,0.5463917525773195,5609
204,1030,1200,4,0.4170323914242463,0.09090909090909091,0.0136986301369863,213
205,1030,1228,1,9.237584156729426,0.5860149874047292,0.3979591836734694,4686
206,1030,1240,1,9.971188631025457,0.6374335486292332,0.35,6461
207,1030,1343,1,5.68773671207611,0.5093581830085767,0.2018348623853211,4260
208,1030,1344,1,0.3459762562611936,0.05555555555555555,0.013157894736842105,426
209,1030,1461,1,1.631586747071319,0.5833333333333333,0.02564102564102564,639
210,1030,1477,1,4.859498407973157,0.47903545487089677,0.17142857142857143,3692
211,1030,1516,1,5.527326089305305,0.5107891408645966,0.22826086956521738,2982
212,1030,1658,1,9.907145990394442,0.6834179998521835,0.5061728395061729,3621
213,1030,1703,1,6.031529796233944,0.5492535847996589,0.17293233082706766,6035
214,1030,1712,1,8.992780504169039,0.5689652446946091,0.4418604651162791,3763
215,1030,1715,5,9.58113012841567,0.6432999211410694,0.5194805194805194,3266
216,1030,1735,1,9.954192720258458,0.633271044466729,0.4421052631578947,4686
217,1030,1989,1,9.23191245622316,0.5846725019709357,0.3939393939393939,4757
218,1030,2086,1,8.977104766501686,0.5640236454133872,0.5066666666666667,2982
219,1030,2148,1,9.238388343449389,0.5861456089529012,0.41935483870967744,4331
220,1030,2151,1,5.2936068430463825,0.4956273242727471,0.23809523809523808,2343
221,1030,2154,3,1.365358839940256,0.4444444444444444,0.025,781
222,1030,2180,1,8.980393782984294,0.5651058964956382,0.4935064935064935,3124
223,1030,2324,1,8.973566122238923,0.562833169222911,0.5205479452054794,2840
224,1030,2446,1,8.992780504169039,0.5689652446946091,0.4418604651162791,3763
225,1030,2767,1,1.7080974010123313,0.28926925961641486,0.058823529411764705,1349
226,1030,2783,2,0.7893904046211005,0.06870307730385282,0.03571428571428571,1136
227,1030,2808,1,8.990316374776697,0.5682253260856561,0.4523809523809524,3621
228,1030,2810,1,9.24078685101318,0.586655775188374,0.48148148148148145,3479
229,1030,2817,1,8.991566283643422,0.5686023999921418,0.4470588235294118,3692
230,1030,2868,1,9.839456659506125,0.6610188754031253,0.29927007299270075,7597
231,1030,2938,1,8.991566283643422,0.5686023999921418,0.4470588235294118,3692
232,1030,2990,1,9.296211673822135,0.6027853223329589,0.325,6248
233,1030,2997,1,9.778612440942084,0.6355883350193138,0.3037037037037037,7455
234,1030,3034,1,10.563580125346897,0.7085464933056737,0.3235294117647059,7739
235,1030,3130,1,8.999405091110908,0.5708840166805381,0.41304347826086957,4189
236,1030,3148,1,9.493049512267012,0.6053751519759422,0.291970802919708,7526
237,1030,3162,1,1.8485536882745741,0.25290121499511314,0.04285714285714286,5325
238,1030,3183,2,0.45511961331341866,0.1111111111111111,0.013888888888888888,142
239,1030,3196,3,3.1778937432867727,0.2359506158676638,0.10317460317460317,4828
240,1030,3197,2,2.011669198693462,0.32943437829546546,0.07317073170731707,1207
241,1030,3214,1,9.008473815644448,0.5733404155997225,0.37254901960784315,4899
242,1030,3221,1,4.109548569444789,0.4176043783486348,0.18518518518518517,1775
243,1030,3308,1,4.98727518017918,0.5238475995927114,0.21428571428571427,2201
244,1030,3432,1,1.1764671337579005,0.3611111111111111,0.027777777777777776,213
245,1030,3556,1,9.277631439967896,0.5964256405813396,0.30952380952380953,6674
246,1030,3571,1,1.365358839940256,0.4444444444444444,0.0273972602739726,284
247,1030,3619,2,13.010516893464839,1.014597501541626,0.40310077519379844,7810
248,1030,3626,3,0.21075117050092493,0.008695652173913044,0.01098901098901099,1491
249,1030,3657,12,2.954736432454924,0.7856975326015574,0.06666666666666667,639
250,1030,3706,1,9.305765357938338,0.6087411740018835,0.4148936170212766,4402
251,1030,3734,1,9.282422535087212,0.5974485538382955,0.2867647058823529,7384
252,1030,3783,1,0.0,0.0,0.0,71
253,1030,3785,1,9.009273697368352,0.5735474549371967,0.36893203883495146,4970
254,1030,3804,1,1.2001602397199962,0.16466450800503687,0.046511627906976744,1349
255,1030,3883,1,4.067259912859834,0.3987808489368701,0.2054794520547945,1207
256,1031,1048,2,0.31066746727980593,0.04,0.25,6
257,1031,3564,1,0.31066746727980593,0.04,0.016129032258064516,180
258,1031,3927,5,1.6869343775649357,0.5166666666666667,0.07692307692307693,75
259,1032,3037,1,1.0214491489448947,0.2857142857142857,0.5,9
260,1032,3273,1,1.2103408551272503,0.369047619047619,0.4,12
261,1033,1059,1,0.0,0.0,0.0,2
262,1033,2193,1,0.0,0.0,0.0,4
263,1034,1173,1,4.090240941794009,0.4058240514848173,0.15,1746
264,1034,1174,1,4.022834318682338,0.38583029953230247,0.4166666666666667,594
265,1034,1190,1,4.079972117645857,0.4034751019872315,0.18292682926829268,1422
266,1034,1343,1,4.06459464950904,0.39946666316866614,0.23809523809523808,1080
267,1034,1477,1,4.055749116907695,0.3969025606045636,0.2727272727272727,936
268,1034,1516,1,4.041287599765958,0.392323806025809,0.3333333333333333,756
269,1034,1703,1,4.369742836905909,0.4346716542560101,0.1839080459770115,1530
270,1034,2151,1,4.022834318682338,0.38583029953230247,0.4166666666666667,594
271,1034,2624,1,0.0,0.0,0.0,36
272,1034,3221,1,3.9981665189052062,0.3761333298353328,0.5357142857142857,450
273,1034,3308,1,4.017627309965049,0.38387526531920374,0.4411764705882353,558
274,1034,3619,1,4.096089772364342,0.4070424207444237,0.13274336283185842,1980
275,1034,3883,1,3.955877862320251,0.357309800423568,0.75,306
276,1035,1073,1,0.7213475204444817,0.25,0.027777777777777776,70
277,1036,1240,2,0.7708475135546261,0.16326530612244897,0.02127659574468085,455
278,1036,1398,2,0.7355855836937817,0.15384615384615383,0.038461538461538464,245
279,1036,2264,3,1.4426950408889634,0.5,0.16666666666666666,10
280,1036,3672,2,0.4786364125089063,0.03139717425431711,0.2,35
281,1037,1250,1,4.443879493108683,0.5275735922870464,0.4411764705882353,594
282,1037,2015,2,5.549551757378588,0.7386661489678383,0.4186046511627907,858
283,1037,2165,1,4.386618808428721,0.5021106293240833,0.6521739130434783,352
284,1037,2310,1,4.407669296755853,0.511979050376715,0.5769230769230769,418
285,1037,2579,3,0.7445344487733236,0.0545010545010545,0.1111111111111111,176
286,1037,2588,4,1.3370257812917976,0.22245156803980332,0.04938271604938271,1386
287,1037,2595,1,4.432634588206837,0.5229439626574167,0.4838709677419355,528
288,1037,2680,1,0.7445344487733236,0.0545010545010545,0.08333333333333333,374
289,1037,2695,1,5.458369078418342,0.6918234241570154,0.36,1012
290,1037,2873,1,4.483035198714516,0.5418833565968106,0.29411764705882354,968
291,1037,3244,1,4.472384990908468,0.5382948398503992,0.3333333333333333,836
292,1037,3785,1,4.511915113098575,0.5503249150383689,0.19480519480519481,1540
293,1037,3800,2,0.831025418513984,0.08735772236916402,0.0967741935483871,264
294,1037,3923,1,4.440364892220827,0.5261490908625449,0.45454545454545453,572
295,1037,3978,1,4.700567565296756,0.5505706152840693,0.37209302325581395,814
296,1037,4071,1,4.440364892220827,0.5261490908625448,0.45454545454545453,572
297,1038,1076,5,1.4426950408889634,0.5,0.02,98
298,1038,1970,1,0.25694917118487537,0.02040816326530612,0.3333333333333333,4
299,1039,2640,1,1.1022332815225997,0.325,0.15384615384615385,36
300,1039,2812,1,0.8833279513448324,0.20833333333333331,0.3333333333333333,15
301,1039,3204,1,1.0237645389414565,0.2833333333333333,0.2222222222222222,24
302,104,1429,1,1.737113829851019,0.5138888888888888,0.08823529411764706,300
303,104,1624,1,1.7861613765901594,0.21495434446780834,0.25,216
304,104,1934,4,4.097634511310176,0.9216210111344749,0.42857142857142855,216
305,104,2353,1,0.3459762562611936,0.05555555555555555,0.07692307692307693,24
306,104,2462,1,1.7925143609562444,0.21787832107599545,0.24,228
307,104,2617,1,1.8738198660440244,0.24967656669003055,0.1111111111111111,576
308,104,2806,1,0.7915658142427937,0.165,0.15384615384615385,36
309,104,2843,1,1.866265047176501,0.2472540860698755,0.12244897959183673,516
310,104,3635,1,1.828724557309074,0.23347286298632683,0.18181818181818182,324
311,104,3854,1,1.2209066939066433,0.3733333333333333,0.1111111111111111,96
312,104,591,2,0.3459762562611936,0.05555555555555555,0.058823529411764705,72
313,104,972,1,1.8591792124419557,0.24486887438233823,0.13333333333333333,468
314,1040,1278,1,1.1162212531024944,0.3333333333333333,0.4,12
315,1041,2843,2,0.7405478445729188,0.13636363636363635,0.045454545454545456,129
316,1041,3247,1,0.5893880388235244,0.06871035940803383,0.16666666666666666,33
317,1042,1073,1,4.219779794227335,0.6306798232008142,0.29545454545454547,770
318,1042,1169,1,4.15506995202887,0.6036956962166873,0.48148148148148145,396
319,1042,1830,1,0.3284587387530511,0.047619047619047616,0.041666666666666664,66
320,1042,2409,1,0.8921660331187372,0.11513822920472537,0.06818181818181818,550
321,1042,2468,7,0.949793673312663,0.24761904761904763,0.0625,264
322,1042,2716,1,4.1221230266001125,0.5878226803436715,0.5652173913043478,308
323,1042,3227,1,0.6213349345596119,0.2,0.043478260869565216,44
324,1042,3554,1,4.1221230266001125,0.5878226803436715,0.5652173913043478,308
325,1042,3570,1,4.217467716238731,0.6298394870663604,0.3023255813953488,748
326,1042,3626,1,4.172587469537013,0.6116322041531952,0.43333333333333335,462
327,1042,3671,2,0.0,0.0,0.0,66
328,1042,3845,1,4.4587575517051095,0.6404277223604782,0.56,374
329,1042,3953,1,4.1221230266001125,0.5878226803436715,0.5652173913043478,308
330,1042,3961,1,4.249175559538364,0.640383327243941,0.20967741935483872,1166
331,1042,4028,1,0.0,0.0,0.0,110
332,1042,4068,1,4.140372448067823,0.5967512517722429,0.52,352
333,1044,3509,4,0.36067376022224085,0.0625,0.14285714285714285,12
334,1045,3585,1,0.0,0.0,0.0,4
335,1046,1057,2,0.31465798044412485,0.041666666666666664,0.3333333333333333,4
336,1046,3482,1,1.4426950408889634,0.5,0.04,48
337,1047,3496,1,0.0,0.0,0.0,3
338,1048,3927,3,0.9102392266268373,0.3333333333333333,0.038461538461538464,50
339,1049,1708,5,0.9102392266268373,0.3333333333333333,0.009009009009009009,327
340,1049,3081,5,0.21315835557367352,0.009174311926605505,0.2,9
341,105,1250,2,0.7484058606430383,0.1388888888888889,0.07142857142857142,81
342,105,3754,1,0.6493893318034727,0.09259259259259259,0.15384615384615385,36
343,105,4080,1,0.7058426799241238,0.12037037037037036,0.10526315789473684,54
344,1050,2294,1,0.265872585674852,0.023255813953488372,0.03125,62
345,1050,2743,1,0.29120667621996243,0.03225806451612903,0.022727272727272728,86
346,1051,1131,1,2.5375311852199873,0.45696248196248196,0.10294117647058823,1404
347,1051,1190,1,3.815612868670546,0.38581054123402614,0.1346153846153846,3081
348,1051,1228,1,3.805791585118671,0.3833172539306122,0.15384615384615385,2574
349,1051,1310,1,4.574239552442378,0.44226045273989495,0.14912280701754385,3588
350,1051,1389,1,3.567471244120378,0.36774374697779494,0.16666666666666666,2028
351,1051,1429,1,0.23537745555238682,0.014285714285714285,0.015873015873015872,975
352,1051,1470,1,4.850919636220397,0.5549113461129398,0.2073170731707317,2340
353,1051,1547,1,0.0,0.0,0.0,156
354,1051,1576,1,3.5622383465903664,0.36614118287523084,0.17567567567567569,1872
355,1051,1628,6,4.001434761610628,0.6661250650016204,0.2857142857142857,585
356,1051,1710,9,4.136476284460959,0.7244783345391004,0.19047619047619047,1404
357,1051,1799,1,2.222873204775862,0.4152958152958153,0.10526315789473684,936
358,1051,1849,2,2.933358073543214,0.45703463203463207,0.17647058823529413,819
359,1051,2207,1,3.5293494371777325,0.35471645169243515,0.22807017543859648,1209
360,1051,2229,2,2.2063493686781124,0.23980737509725875,0.08247422680412371,2574
361,1051,2237,1,3.501627124493894,0.34349625533899897,0.2653061224489796,897
362,1051,2398,1,0.9464437800048005,0.05884324878429521,0.044444444444444446,2145
363,1051,2462,1,0.6275871398761839,0.0875,0.03571428571428571,741
364,1051,2611,2,2.4456318879710315,0.42484126984126985,0.12962962962962962,858
365,1051,2617,1,1.3986741897674544,0.15829342133735835,0.06097560975609756,1872
366,1051,2681,3,0.31066746727980593,0.04,0.009259259259259259,2730
367,1051,2691,1,3.4675999895329337,0.3281509867967995,0.3023255813953488,663
368,1051,2765,1,0.5029739370876298,0.039272030651340994,0.038461538461538464,585
369,1051,2861,1,4.446013373478606,0.4701549871284332,0.14678899082568808,3354
370,1051,3162,1,3.912455410646651,0.4190957283297763,0.14,2925
371,1051,3373,4,1.6596763399427612,0.2600500806383159,0.1,624
372,1051,3420,1,1.418313201633486,0.24417706476530004,0.09302325581395349,312
373,1051,3695,1,3.760896245158368,0.369057004376245,0.23728813559322035,1326
374,1051,4066,2,1.065357077768725,0.18535353535353535,0.07142857142857142,234
375,1052,2171,1,0.3396232718951086,0.05263157894736842,0.06666666666666667,63
376,1052,2721,1,0.635386415183186,0.08608058608058608,0.18181818181818182,42
377,1052,2775,5,1.8132311272543846,0.447985347985348,0.16666666666666666,147
378,1052,3005,1,0.45511961331341866,0.1111111111111111,0.04,133
379,1054,1579,1,0.6717121124462357,0.10772357723577236,0.15384615384615385,44
380,1054,1949,2,0.8194619958060909,0.17424242424242425,0.046511627906976744,164
381,1054,3611,1,0.6863148994886373,0.11529933481152993,0.14285714285714285,48
382,1054,3625,1,0.0,0.0,0.0,4
383,1055,2997,1,0.0,0.0,0.0,105
384,1056,1064,2,2.9042272167961194,0.54377497897422,0.25,319
385,1056,1102,1,2.4171380607910873,0.41327256621374275,0.1320754716981132,899
