,Author_A,Author_B,count,btwc,adar,cc,dc,jc,pa,pagerank_A,pagerank_B,hits_authority_A,hits_hubs_A,hits_authority_B,hits_hubs_B
15,10,1679,1,0.0002517429276875694,0.0,0.2610717756490351,0.002924754054772667,0.0,110,0.00032951746962686104,0.0002931978635674148,0.0003424408532584134,0.0003424408532591835,0.00013819588390688638,0.00013819588390716992
16,10,2982,1,0.0002454397790775356,0.0,0.2610717756490351,0.002924754054772667,0.0,77,0.00032951746962686104,0.00022734745832685884,0.0003424408532584134,0.0003424408532591835,0.0004309336957204342,0.00043093369572115304
17,10,3319,1,0.00026814098469087625,0.0,0.2610717756490351,0.002924754054772667,0.0,132,0.00032951746962686104,0.0003610061234371416,0.0003424408532584134,0.0003424408532591835,0.00020420368265171128,0.00020420368265147267
18,10,360,1,0.0002913917521616785,0.0,0.2610717756490351,0.002924754054772667,0.0,143,0.00032951746962686104,0.0003784223345758063,0.0003424408532584134,0.0003424408532591835,0.00013252062323728227,0.0001325206232371978
19,10,938,1,0.00028516812920806447,0.0,0.2610717756490351,0.002924754054772667,0.0,88,0.00032951746962686104,0.0002859916461781814,0.0003424408532584134,0.0003424408532591835,0.0001084358973704353,0.00010843589737061701
20,100,1352,1,0.00020230713260166862,0.0,0.23286483809052072,0.0013294336612603031,0.0,55,0.00017697553594269453,0.0003280082441191211,0.00011862951789734204,0.00011862951789746305,0.0001862556986064143,0.00018625569860623143
21,100,3838,1,0.00016291265384585463,0.0,0.23286483809052072,0.0013294336612603031,0.0,40,0.00017697553594269453,0.0002618623912307995,0.00011862951789734204,0.00011862951789746305,0.0005643475649844493,0.000564347564987583
22,100,3954,1,0.00030275110243736114,0.0,0.23286483809052072,0.0013294336612603031,0.0,75,0.00017697553594269453,0.00043531397471096136,0.00011862951789734204,0.00011862951789746305,0.00030982085358958523,0.0003098208535891998
23,100,971,1,0.00013495784050301121,0.0,0.23286483809052072,0.0013294336612603031,0.0,30,0.00017697553594269453,0.00021027362130835852,0.00011862951789734204,0.00011862951789746305,0.0003941404031068893,0.0003941404031067167
24,1000,2129,1,0.00021618721639325597,0.0,0.2708873523480265,0.0037224142515288492,0.0,70,0.00039892138953097155,0.00016724330451842775,0.0005368789424270518,0.00053687894242384,0.000309818822027,0.00030981882202640393
25,1000,2386,1,0.00032051226162526546,0.0,0.2708873523480265,0.0037224142515288492,0.0,210,0.00039892138953097155,0.0004197072343409002,0.0005368789424270518,0.00053687894242384,0.00017656396058761173,0.00017656396058770332
26,1000,2987,1,0.0002612337454771707,0.0,0.2708873523480265,0.0037224142515288492,0.0,98,0.00039892138953097155,0.00022415718693034442,0.0005368789424270518,0.00053687894242384,0.00013819588390688638,0.00013819588390716992
27,1000,3090,1,0.00041531321053530176,0.0,0.2708873523480265,0.0037224142515288492,0.0,252,0.00039892138953097155,0.0005104079745656701,0.0005368789424270518,0.00053687894242384,0.00020420368265171128,0.00020420368265147267
28,1000,3183,1,0.00033910489284997214,0.0,0.2708873523480265,0.0037224142515288492,0.0,168,0.00039892138953097155,0.00036702207192199846,0.0005368789424270518,0.00053687894242384,0.0001689653553600683,0.00016896535536045063
29,1000,3561,1,0.00032963240849263203,0.45511961331341866,0.2708873523480265,0.0037224142515288492,0.037037037037037035,196,0.00039892138953097155,0.00040249681892872384,0.0005368789424270518,0.00053687894242384,0.00013252062323728227,0.0001325206232371978
30,1000,3833,1,0.00047454757139234747,0.0,0.2708873523480265,0.0037224142515288492,0.0,252,0.00039892138953097155,0.0005394393059195088,0.0005368789424270518,0.00053687894242384,0.00028472222321292037,0.00028472222321317874
31,1000,424,1,0.00024939588855644237,0.3789231816899512,0.2708873523480265,0.0037224142515288492,0.045454545454545456,126,0.00039892138953097155,0.000274922726813587,0.0005368789424270518,0.00053687894242384,0.00030982085358958523,0.0003098208535891998
32,1000,442,1,0.00031226591318285203,0.0,0.2708873523480265,0.0037224142515288492,0.0,182,0.00039892138953097155,0.00037045391612273125,0.0005368789424270518,0.00053687894242384,0.0003941404031068893,0.0003941404031067167
33,1001,3030,1,0.0003003077264376423,0.0,0.2708873523480265,0.0037224142515288492,0.0,154,0.00039892138953097155,0.00032415711718930247,0.0005368789424270518,0.00053687894242384,0.000309818822027,0.00030981882202640393
34,1002,2724,1,0.00032858459698366545,0.0,0.2708873523480265,0.0037224142515288492,0.0,154,0.00039892138953097155,0.00034195233573944294,0.0005368789424270518,0.00053687894242384,0.00013819588390688638,0.00013819588390716992
35,1002,3898,1,0.0003104524987806031,0.0,0.2708873523480265,0.0037224142515288492,0.0,154,0.00039892138953097155,0.0003347513216949589,0.0005368789424270518,0.00053687894242384,0.00020420368265171128,0.00020420368265147267
36,1002,3951,1,0.0004572257984443256,0.0,0.2708873523480265,0.0037224142515288492,0.0,294,0.00039892138953097155,0.0005730952484021746,0.0005368789424270518,0.00053687894242384,0.00013252062323728227,0.0001325206232371978
37,1003,3423,1,0.0003464358764016635,0.0,0.2723783314020857,0.00425418771603297,0.0,128,0.00045648072046167724,0.0002667671347284497,0.0005684242968438627,0.0005684242968427752,0.0003941404031068893,0.0003941404031067167
38,1003,4034,1,0.0004130523980724647,0.0,0.2723783314020857,0.00425418771603297,0.0,256,0.00045648072046167724,0.000457872809223663,0.0005684242968438627,0.0005684242968427752,0.000309818822027,0.00030981882202640393
39,1003,4069,1,0.0003634223644400359,0.0,0.2723783314020857,0.00425418771603297,0.0,224,0.00045648072046167724,0.0003909655697451476,0.0005684242968438627,0.0005684242968427752,0.00013819588390688638,0.00013819588390716992
40,1003,570,1,0.00023405920011015336,0.3898712452512801,0.2723783314020857,0.00425418771603297,0.04,160,0.00045648072046167724,0.00029205770919378847,0.0005684242968438627,0.0005684242968427752,0.00020420368265171128,0.00020420368265147267
41,1004,1214,1,0.0002872534714514187,0.0,0.2723783314020857,0.00425418771603297,0.0,128,0.00045648072046167724,0.0002543773583670129,0.0005684242968438627,0.0005684242968427752,0.00013252062323728227,0.0001325206232371978
42,1004,1524,1,0.0002754961555529046,0.0,0.2723783314020857,0.00425418771603297,0.0,176,0.00045648072046167724,0.0003206557360562486,0.0005684242968438627,0.0005684242968427752,0.0001084358973704353,0.00010843589737061701
43,1004,2474,1,0.00043683604149524833,0.0,0.2723783314020857,0.00425418771603297,0.0,272,0.00045648072046167724,0.00047327396985011013,0.0005684242968438627,0.0005684242968427752,0.0005760656743648914,0.0005760656743663356
44,1004,2667,1,0.0002838962192365872,0.0,0.2723783314020857,0.00425418771603297,0.0,112,0.00045648072046167724,0.0002237012227315712,0.0005684242968438627,0.0005684242968427752,0.0005643475649844493,0.000564347564987583
45,1004,3517,1,0.0002864016841116413,0.0,0.2723783314020857,0.00425418771603297,0.0,80,0.00045648072046167724,0.00017762001097477726,0.0005684242968438627,0.0005684242968427752,0.00026267463065185703,0.00026267463065251216
46,1005,1278,1,0.00023055627955192187,0.0,0.2723783314020857,0.00425418771603297,0.0,80,0.00045648072046167724,0.00016979844113823177,0.0005684242968438627,0.0005684242968427752,0.000309818822027,0.00030981882202640393
47,1005,3661,1,0.0004032399258470823,0.0,0.2723783314020857,0.00425418771603297,0.0,288,0.00045648072046167724,0.00050101067051667,0.0005684242968438627,0.0005684242968427752,0.00017656396058761173,0.00017656396058770332
48,1005,3739,1,0.0003945723697417627,0.0,0.2723783314020857,0.00425418771603297,0.0,224,0.00045648072046167724,0.0004157298353990178,0.0005684242968438627,0.0005684242968427752,0.00013819588390688638,0.00013819588390716992
49,1006,3295,1,0.00031598906128380797,0.43429448190325176,0.2723783314020857,0.00425418771603297,0.03571428571428571,208,0.00045648072046167724,0.00038321121575653905,0.0005684242968438627,0.0005684242968427752,0.00020420368265171128,0.00020420368265147267
50,1006,3839,1,0.0003411333268167993,0.0,0.2723783314020857,0.00425418771603297,0.0,176,0.00045648072046167724,0.00032525808641876503,0.0005684242968438627,0.0005684242968427752,0.00013252062323728227,0.0001325206232371978
51,1006,719,1,0.00022846652453879538,0.0,0.2723783314020857,0.00425418771603297,0.0,112,0.00045648072046167724,0.00021358394736802302,0.0005684242968438627,0.0005684242968427752,0.00031294396196815524,0.0003129439619680282
52,1007,1676,1,0.00026763853114663194,0.0,0.2269079939668175,0.0007976601967561819,0.0,42,0.00011924188643905419,0.0004093739332396571,0.00010210970934661028,0.00010210970934662942,0.00013819588390688638,0.00013819588390716992
53,1007,1759,1,0.0002463688149329245,0.0,0.2269079939668175,0.0007976601967561819,0.0,39,0.00011924188643905419,0.0003811011511664298,0.00010210970934661028,0.00010210970934662942,0.00020420368265171128,0.00020420368265147267
54,1007,1886,1,0.0002588730689665372,0.0,0.2457688035025812,0.0023929805902685457,0.0,117,0.00029256337683968394,0.0003878220995854513,0.00020306549658480666,0.00020306549658542268,0.0001084358973704353,0.00010843589737061701
55,1007,3967,1,0.00027726604007087904,0.0,0.2457688035025812,0.0023929805902685457,0.0,27,0.00029256337683968394,0.00013128817381382265,0.00020306549658480666,0.00020306549658542268,0.0005643475649844493,0.000564347564987583
56,1007,4028,1,0.0002168532587017117,0.0,0.2457688035025812,0.0023929805902685457,0.0,63,0.00029256337683968394,0.0002258954408853592,0.00020306549658480666,0.00020306549658542268,0.00030655062875577384,0.0003065506287548387
57,1008,1656,1,0.00023937015964030852,0.0,0.2457688035025812,0.0023929805902685457,0.0,72,0.00029256337683968394,0.00023945697443327548,0.00020306549658480666,0.00020306549658542268,0.0005253458499874433,0.0005253458499880922
58,1008,207,1,0.00021853671725744985,0.0,0.2457688035025812,0.0023929805902685457,0.0,81,0.00029256337683968394,0.0002813638328129338,0.00020306549658480666,0.00020306549658542268,0.00022532683443921863,0.00022532683443948572
59,1008,2148,1,0.00020241630130162603,0.0,0.2457688035025812,0.0023929805902685457,0.0,63,0.00029256337683968394,0.00022835281901922231,0.00020306549658480666,0.00020306549658542268,0.000309818822027,0.00030981882202640393
60,1008,2842,1,0.00023547106752049067,0.0,0.2457688035025812,0.0023929805902685457,0.0,81,0.00029256337683968394,0.00029792781351079326,0.00020306549658480666,0.00020306549658542268,0.00017656396058761173,0.00017656396058770332
61,1008,3446,1,0.00019108187087110975,0.0,0.2457688035025812,0.0023929805902685457,0.0,45,0.00029256337683968394,0.0001794045972652153,0.00020306549658480666,0.00020306549658542268,0.00020420368265171128,0.00020420368265147267
62,1008,4065,1,0.0003656615818692179,0.0,0.2457688035025812,0.0023929805902685457,0.0,144,0.00029256337683968394,0.00045745683496238154,0.00020306549658480666,0.00020306549658542268,0.000309818822027,0.00030981882202640393
63,1009,2246,1,0.00027497162870558493,0.0,0.26013279845068477,0.0034565275192767883,0.0,143,0.0003878220995854513,0.00032360843573393225,0.0003465390659691265,0.0003465390659697006,0.00031294396196815524,0.0003129439619680282
64,1009,2619,1,0.00029613248710661037,0.0,0.26013279845068477,0.0034565275192767883,0.0,143,0.0003878220995854513,0.0003397794795627974,0.0003465390659691265,0.0003465390659697006,0.00044301612594579824,0.0004430161259465886
65,1009,2744,1,0.000242639112071169,0.0,0.26013279845068477,0.0034565275192767883,0.0,104,0.0003878220995854513,0.00024066066664867495,0.0003465390659691265,0.0003465390659697006,0.00014218979256695754,0.00014218979256705837
66,1009,2990,1,0.00022294747392754955,0.0,0.26013279845068477,0.0034565275192767883,0.0,78,0.0003878220995854513,0.000201388492014274,0.0003465390659691265,0.0003465390659697006,0.0003637775200668228,0.00036377752006794235
67,1009,3170,1,0.00020607841521868298,0.0,0.26013279845068477,0.0034565275192767883,0.0,91,0.0003878220995854513,0.0002140022327103293,0.0003465390659691265,0.0003465390659697006,0.0004799552329415072,0.0004799552329393134
68,1009,3231,1,0.00023145735650211428,0.0,0.26013279845068477,0.0034565275192767883,0.0,104,0.0003878220995854513,0.00024662669253772043,0.0003465390659691265,0.0003465390659697006,0.0003847993162563936,0.0003847993162553715
69,1009,3511,1,0.000286402984970216,0.0,0.26013279845068477,0.0034565275192767883,0.0,143,0.0003878220995854513,0.0003225372723694115,0.0003465390659691265,0.0003465390659697006,0.00020220426293110638,0.0002022042629312629
70,101,1830,1,0.0003510932564045419,0.0,0.26013279845068477,0.0034565275192767883,0.0,208,0.0003878220995854513,0.0004697025393542527,0.0003465390659691265,0.0003465390659697006,0.0003766993670357923,0.0003766993670367738
71,101,2736,1,0.0002119740137094757,0.0,0.26013279845068477,0.0034565275192767883,0.0,78,0.0003878220995854513,0.00019824663719824215,0.0003465390659691265,0.0003465390659697006,0.00029576250608010055,0.00029576250608040716
72,101,3470,1,0.00026226624501773395,0.0,0.26013279845068477,0.0034565275192767883,0.0,130,0.0003878220995854513,0.00030374914544859774,0.0003465390659691265,0.0003465390659697006,0.00029863263101542184,0.0002986326310159686
73,101,3890,1,0.00022631460229701999,0.0,0.26013279845068477,0.0034565275192767883,0.0,39,0.0003878220995854513,0.00011618580918770012,0.0003465390659691265,0.0003465390659697006,0.00019649066233528946,0.00019649066233523701
74,1010,1240,1,0.00026002485850509067,0.0,0.26013279845068477,0.0034565275192767883,0.0,130,0.0003878220995854513,0.00029963007196194926,0.0003465390659691265,0.0003465390659697006,0.0004355959566616764,0.00043559595666200313
75,1010,2386,1,0.00014979380799964233,0.0,0.21144656209591275,0.0007976601967561819,0.0,12,0.00013128817381382265,0.00015588928658353334,4.179648002098361e-05,4.179648002106487e-05,0.0005958692310848503,0.0005958692310816418
76,1010,2931,1,0.00020265966041822708,0.0,0.21144656209591275,0.0007976601967561819,0.0,18,0.00013128817381382265,0.00021477217645753658,4.179648002098361e-05,4.179648002106487e-05,0.0001810917626076558,0.00018109176260750485
77,1010,3388,1,0.0002709256815549829,0.0,0.24536795407098122,0.0018612071257644246,0.0,98,0.0002258954408853592,0.0003984751110637581,0.00019411822723649212,0.0001941182272368922,0.00026583066011158155,0.00026583066011125255
78,1010,3396,1,0.00027254967301579904,0.0,0.24536795407098122,0.0018612071257644246,0.0,105,0.0002258954408853592,0.0004319903383648099,0.00019411822723649212,0.0001941182272368922,0.0002514599287731153,0.00025145992877280876
79,1010,767,1,0.00020158818939392185,0.0,0.24536795407098122,0.0018612071257644246,0.0,49,0.0002258954408853592,0.0002458116081219776,0.00019411822723649212,0.0001941182272368922,0.00038010407641649,0.00038010407641720755
80,1010,771,1,0.00018069297648054715,0.0,0.24536795407098122,0.0018612071257644246,0.0,49,0.0002258954408853592,0.00022734745832685884,0.00019411822723649212,0.0001941182272368922,0.0003728756457942249,0.0003728756457938129
81,1012,1124,1,0.00016715077619241858,0.0,0.24536795407098122,0.0018612071257644246,0.0,49,0.0002258954408853592,0.0002249862465443411,0.00019411822723649212,0.0001941182272368922,9.980826648277071e-05,9.980826648263201e-05
82,1012,1205,1,0.0002784679894198056,0.0,0.24536795407098122,0.0018612071257644246,0.0,112,0.0002258954408853592,0.00047087746401383845,0.00019411822723649212,0.0001941182272368922,0.00014218979256695754,0.00014218979256705837
83,1012,2212,1,0.0002748513961390835,0.0,0.2587191304946,0.002127093858016485,0.0,120,0.00023945697443327548,0.0004202696166518881,0.00034196223059955455,0.00034196223059926214,0.0004891823326514953,0.0004891823326526075
84,1012,2337,1,0.0002370586415750171,0.0,0.2587191304946,0.002127093858016485,0.0,96,0.00023945697443327548,0.0003656368328997468,0.00034196223059955455,0.00034196223059926214,0.00020419436785277755,0.00020419436785291853
85,1012,2385,1,0.00027508995550995014,0.0,0.2587191304946,0.002127093858016485,0.0,136,0.00023945697443327548,0.00047879012894784794,0.00034196223059955455,0.00034196223059926214,0.00032619453755810033,0.0003261945375580578
86,1012,2643,1,0.0002575035918908256,0.0,0.2587191304946,0.002127093858016485,0.0,144,0.00023945697443327548,0.0005044781315785754,0.00034196223059955455,0.00034196223059926214,0.0005549273294411545,0.0005549273294400627
87,1012,2821,1,0.0002945741629698289,0.0,0.2587191304946,0.002127093858016485,0.0,144,0.00023945697443327548,0.0005171675916676323,0.00034196223059955455,0.00034196223059926214,0.0001953516607148786,0.00019535166071471825
88,1012,2869,1,0.00023752046911481786,0.0,0.2587191304946,0.002127093858016485,0.0,104,0.00023945697443327548,0.0003738932681834139,0.00034196223059955455,0.00034196223059926214,0.00046204847684594696,0.00046204847684660187
89,1012,3256,1,0.00019108342330693853,0.0,0.2587191304946,0.002127093858016485,0.0,80,0.00023945697443327548,0.0003031938551620245,0.00034196223059955455,0.00034196223059926214,0.00032147929389601565,0.0003214792938962216
90,1012,3722,1,0.00023987739233249746,0.0,0.2487269360492031,0.0023929805902685457,0.0,108,0.0002813638328129338,0.00035481818799853695,0.0002412943904312112,0.00024129439043050544,0.00018346877017424542,0.00018346877017383644
91,1013,2848,1,0.0002403367715911729,0.0,0.2487269360492031,0.0023929805902685457,0.0,108,0.0002813638328129338,0.00033950812330090505,0.0002412943904312112,0.00024129439043050544,0.00012807974899405218,0.000128079748994018
92,1013,3845,1,0.0002532374121095286,0.5138983423697507,0.2487269360492031,0.0023929805902685457,0.047619047619047616,117,0.0002813638328129338,0.00037023279843003104,0.0002412943904312112,0.00024129439043050544,0.0003847993162563936,0.0003847993162553715
93,1014,1411,1,0.00016495087890172361,0.0,0.2487269360492031,0.0023929805902685457,0.0,63,0.0002813638328129338,0.0002219270081630192,0.0002412943904312112,0.00024129439043050544,0.0002008542729227212,0.0002008542729232056
94,1014,1523,1,0.00016945805315971374,0.0,0.2487269360492031,0.0023929805902685457,0.0,54,0.0002813638328129338,0.00019923743521175954,0.0002412943904312112,0.00024129439043050544,0.00026435834198594344,0.0002643583419862521
95,1014,1544,1,0.00020391664378607282,0.0,0.2487269360492031,0.0023929805902685457,0.0,45,0.0002813638328129338,0.0001833869305564865,0.0002412943904312112,0.00024129439043050544,0.0003016400254184451,0.00030164002541767067
96,1014,3810,1,0.00012853387111997283,0.3898712452512801,0.2487269360492031,0.0023929805902685457,0.06666666666666667,63,0.0002813638328129338,0.00023236408277221206,0.0002412943904312112,0.00024129439043050544,0.00037247140928459784,0.00037247140928548845
97,1014,938,1,0.0002179196361285119,0.0,0.2487269360492031,0.0023929805902685457,0.0,81,0.0002813638328129338,0.0002733560092092887,0.0002412943904312112,0.00024129439043050544,0.0003212441137629817,0.00032124411376291206
98,1015,1028,1,0.00021772087224090239,0.0,0.2407810499359795,0.0018612071257644246,0.0,70,0.00022835281901922231,0.00031665268270432575,0.00015392797285912086,0.00015392797285932732,0.00023786745529875603,0.0002378674552977952
99,1015,1562,1,0.00017472564144288766,0.0,0.2407810499359795,0.0018612071257644246,0.0,49,0.00022835281901922231,0.00022203004563644182,0.00015392797285912086,0.00015392797285932732,0.00020220426293110638,0.0002022042629312629
100,1015,161,1,0.00023922046756817824,0.0,0.2407810499359795,0.0018612071257644246,0.0,91,0.00022835281901922231,0.0004050381251950657,0.00015392797285912086,0.00015392797285932732,0.0004403880181712399,0.0004403880181716809
101,1015,1868,1,0.0001904528664075851,0.0,0.2407810499359795,0.0018612071257644246,0.0,56,0.00022835281901922231,0.00025392803534039516,0.00015392797285912086,0.00015392797285932732,0.00022038059493091508,0.00022038059493052805
102,1015,1972,1,0.0002056336594368951,0.0,0.2407810499359795,0.0018612071257644246,0.0,63,0.00022835281901922231,0.0002730037890802341,0.00015392797285912086,0.00015392797285932732,0.00026131122152635587,0.000261311221526481
103,1015,2897,1,0.0001641161030929102,0.0,0.2407810499359795,0.0018612071257644246,0.0,42,0.00022835281901922231,0.00019412201760538245,0.00015392797285912086,0.00015392797285932732,0.00023851304589957376,0.0002385130458999693
104,1015,3025,1,0.0002438316070840089,0.0,0.24862828055794275,0.0023929805902685457,0.0,18,0.00029792781351079326,9.543478968296279e-05,0.00023579133381755807,0.00023579133381744274,0.00017977779020713925,0.00017977779020728987
105,1015,3210,1,0.0002447331994969322,0.0,0.24862828055794275,0.0023929805902685457,0.0,99,0.00029792781351079326,0.0003320029840794246,0.00023579133381755807,0.00023579133381744274,0.00029576250608010055,0.00029576250608040716
106,1015,3347,1,0.0002686636147562499,0.0,0.24862828055794275,0.0023929805902685457,0.0,117,0.00029792781351079326,0.0003877320609693978,0.00023579133381755807,0.00023579133381744274,0.00019649066233528946,0.00019649066233523701
107,1015,597,1,0.0002418792722252751,0.0,0.24862828055794275,0.0023929805902685457,0.0,90,0.00029792781351079326,0.0002973232074113424,0.00023579133381755807,0.00023579133381744274,0.00019405037312484385,0.000194050373124919
108,1017,1908,1,0.00018073481929111793,0.0,0.24862828055794275,0.0023929805902685457,0.0,54,0.00029792781351079326,0.00019897861643399162,0.00023579133381755807,0.00023579133381744274,0.0004355959566616764,0.00043559595666200313
109,1017,2034,1,0.0001853216108978864,0.0,0.24862828055794275,0.0023929805902685457,0.0,27,0.00029792781351079326,0.00012015296609491934,0.00023579133381755807,0.00023579133381744274,0.0005958692310848503,0.0005958692310816418
110,1017,2087,1,0.0003054512465530171,0.0,0.24862828055794275,0.0023929805902685457,0.0,126,0.00029792781351079326,0.0004142631056458271,0.00023579133381755807,0.00023579133381744274,0.0001810917626076558,0.00018109176260750485
111,1017,2309,1,0.00030543431147210564,0.0,0.24862828055794275,0.0023929805902685457,0.0,135,0.00029792781351079326,0.0004484142789470181,0.00023579133381755807,0.00023579133381744274,0.00038573204517478645,0.00038573204517382487
112,1017,2868,1,0.00019118547266558838,0.0,0.22693537681771556,0.0013294336612603031,0.0,45,0.0001794045972652153,0.00027672490163537314,8.817801597974848e-05,8.817801597980307e-05,0.0006774082235561304,0.0006774082235563424
113,1018,1684,1,0.00017191003873363544,0.0,0.22693537681771556,0.0013294336612603031,0.0,30,0.0001794045972652153,0.00019749411519816648,8.817801597974848e-05,8.817801597980307e-05,9.356643978413412e-05,9.356643978438085e-05
114,1018,3041,1,0.0001649021618726204,0.0,0.22693537681771556,0.0013294336612603031,0.0,35,0.0001794045972652153,0.00023807786103961066,8.817801597974848e-05,8.817801597980307e-05,0.0001955763307576229,0.00019557633075723018
115,1018,3924,1,0.00015650161217251735,0.0,0.22693537681771556,0.0013294336612603031,0.0,35,0.0001794045972652153,0.000237720041646012,8.817801597974848e-05,8.817801597980307e-05,0.00026583066011158155,0.00026583066011125255
116,1018,4025,1,0.0003239701431665774,0.0,0.27096541786743517,0.00425418771603297,0.0,176,0.00045745683496238154,0.00032360843573393225,0.0005044653380549914,0.0005044653380564127,0.00022588783170833485,0.00022588783170859246
117,1018,786,1,0.00028608281599021057,0.0,0.27096541786743517,0.00425418771603297,0.0,64,0.00045745683496238154,0.0001447081667967594,0.0005044653380549914,0.0005044653380564127,0.0003704849104956041,0.0003704849104956673
118,1019,2193,1,0.0003337082509975801,0.0,0.27096541786743517,0.00425418771603297,0.0,176,0.00045745683496238154,0.0003296543509627397,0.0005044653380549914,0.0005044653380564127,0.0002514599287731153,0.00025145992877280876
119,1019,2210,1,0.0002508025412478571,0.0,0.27096541786743517,0.00425418771603297,0.0,96,0.00045745683496238154,0.00019345164560833668,0.0005044653380549914,0.0005044653380564127,0.00011275791103674828,0.00011275791103675215
120,1019,2537,1,0.00041971762840745325,0.0,0.27096541786743517,0.00425418771603297,0.0,176,0.00045745683496238154,0.00036923327733777634,0.0005044653380549914,0.0005044653380564127,0.0002308097619874795,0.00023080976198751725
121,1019,3184,1,0.00032174054686357736,0.0,0.27096541786743517,0.00425418771603297,0.0,176,0.00045745683496238154,0.000329649660863623,0.0005044653380549914,0.0005044653380564127,0.00018540992559065893,0.0001854099255901261
122,1019,3657,1,0.0002895395826044429,0.0,0.27096541786743517,0.00425418771603297,0.0,144,0.00045745683496238154,0.0002742243600345233,0.0005044653380549914,0.0005044653380564127,0.0003637775200668228,0.00036377752006794235
123,1019,3738,1,0.0002705593984419398,0.0,0.27096541786743517,0.00425418771603297,0.0,144,0.00045745683496238154,0.0002692115084055048,0.0005044653380549914,0.0005044653380564127,0.0004799552329415072,0.0004799552329393134
124,1019,574,1,0.000460936922255331,0.0,0.27096541786743517,0.00425418771603297,0.0,288,0.00045745683496238154,0.0005067392610446204,0.0005044653380549914,0.0005044653380564127,0.0004949152824937365,0.0004949152824939695
125,1019,845,1,0.0003517528914607614,0.0,0.27096541786743517,0.00425418771603297,0.0,176,0.00045745683496238154,0.0003351620402248453,0.0005044653380549914,0.0005044653380564127,0.00013314270851212052,0.0001331427085123335
126,102,2194,1,0.0003336670915969368,0.0,0.27096541786743517,0.00425418771603297,0.0,128,0.00045745683496238154,0.00026907102757185784,0.0005044653380549914,0.0005044653380564127,0.00021563247242310717,0.00021563247242286962
